objeto,confianza,fotograma,camara
persona,0.9421912121314057,15911.0,frontal
bici,0.6755191890127186,8541.0,lateral
coche,0.9464363437703766,51083.0,lateral
persona,0.916808942460699,37152.0,lateral
persona,0.8129350188445092,40917.0,frontal
bici,0.8130304367005038,1770.0,frontal
bici,0.7577721749652787,184.0,lateral
bici,0.8756702252392328,10887.0,frontal
persona,0.7826904252815111,5445.0,lateral
persona,0.9160852887200983,22127.0,frontal
perro,0.745830970243926,34233.0,frontal
persona,0.6882663460244862,55734.0,lateral
persona,0.740375499080653,57038.0,frontal
persona,0.9031964634674378,10296.0,lateral
persona,0.8756991961709061,50569.0,lateral
bici,0.8177380761023875,30901.0,lateral
coche,0.4507914011748582,42166.0,lateral
persona,0.8672876073075833,18297.0,lateral
persona,0.8317638867995817,50428.0,frontal
persona,0.8016069651183457,6134.0,lateral
bici,0.6492016535348973,53251.0,lateral
persona,1.483513334071148,18161.0,frontal
persona,0.8070074331141016,32967.0,frontal
persona,0.587562967838873,2864.0,frontal
perro,0.830936394307403,34471.0,lateral
coche,0.9003109210613809,42950.0,lateral
bici,0.9429809878040439,17606.0,lateral
bici,0.8530443920487658,46740.0,frontal
persona,0.5450731092222756,17795.0,frontal
coche,0.7495851844163031,50621.0,lateral
persona,,32391.0,lateral
persona,0.9585028411296924,42627.0,frontal
bici,0.5285051904198559,55335.0,frontal
persona,0.661655279636808,41789.0,lateral
coche,0.8904396670954489,41140.0,frontal
coche,0.9023697274996536,25916.0,lateral
persona,1.7930204886796148,32078.0,frontal
perro,0.8515834119532022,13312.0,lateral
coche,0.856113196592151,54826.0,lateral
coche,0.8955842761900177,20274.0,frontal
coche,0.7858652925508934,27589.0,lateral
bici,,57625.0,frontal
coche,0.6975484512926913,4281.0,lateral
coche,0.8046904223887196,38892.0,frontal
persona,0.8909924590930595,24800.0,frontal
coche,0.7697899390752693,1094.0,frontal
bici,0.6543476189125227,2460.0,lateral
bici,0.9895684488697475,9049.0,lateral
persona,0.6462257723353267,59293.0,lateral
persona,0.7413038860270714,21177.0,lateral
persona,,20550.0,frontal
bici,,6506.0,frontal
coche,0.7015259131026076,1295.0,lateral
coche,0.9593149002553161,15007.0,frontal
perro,0.845436910876698,59633.0,frontal
persona,0.7866441806707167,30636.0,lateral
coche,0.833220939312451,28269.0,lateral
persona,0.6748675695334568,38620.0,frontal
persona,0.8365859390748459,,lateral
persona,0.7722349906819406,24442.0,frontal
bici,0.5953375798989072,21802.0,lateral
coche,0.8236724538506021,5942.0,frontal
persona,0.80270930339627,9861.0,lateral
persona,1.443564134024133,4497.0,lateral
perro,0.691980309995987,11767.0,lateral
coche,0.9797430400758753,47722.0,lateral
persona,0.8428165283464395,4975.0,frontal
persona,0.7099144382858581,25802.0,lateral
persona,0.7450577189848179,38675.0,frontal
persona,0.7489643383277982,22452.0,lateral
persona,0.5570845426825743,38948.0,lateral
persona,0.9363041565948467,25813.0,lateral
persona,0.6585336583973761,44670.0,frontal
bici,0.9490563212597909,51049.0,lateral
bici,0.6517575461610663,52778.0,frontal
coche,0.7924256772412751,37880.0,lateral
coche,0.8107818681214225,16049.0,lateral
coche,0.5933034186422885,5657.0,lateral
coche,0.7958090831426139,52066.0,lateral
coche,0.8958693970878485,19206.0,frontal
coche,,51802.0,frontal
coche,-0.6653355413338864,27976.0,frontal
persona,0.9814909103991694,674.0,frontal
persona,0.6693115946081667,,frontal
coche,0.736017936002776,38428.0,frontal
coche,0.8117435776643298,17126.0,lateral
perro,0.9363807870265942,1895.0,lateral
persona,1.2121677367933286,53432.0,lateral
persona,0.9451938182982007,1367.0,frontal
bici,0.9063504891340748,29005.0,lateral
perro,0.8124133927655497,32775.0,lateral
bici,0.7348048063763676,35756.0,lateral
persona,0.8310700196288642,7765.0,lateral
persona,0.8707058007404685,38360.0,frontal
persona,0.8149880328968441,17493.0,lateral
bici,0.7441315944587894,56401.0,frontal
coche,0.8102128356442144,37766.0,lateral
bici,0.8075861055883163,50944.0,lateral
persona,0.8137196413138312,53765.0,frontal
persona,0.7066507104923486,58235.0,lateral
persona,0.5093935768564228,54733.0,lateral
bici,0.8843322256899894,35447.0,lateral
coche,0.8259582903580245,40751.0,frontal
bici,0.8154868595542649,37218.0,lateral
bici,0.6605438286592245,26497.0,frontal
bici,0.8122412138502884,20436.0,frontal
persona,0.6910207975834065,5031.0,frontal
bici,0.5543410294801165,12747.0,frontal
persona,0.9645091712930463,38208.0,lateral
persona,0.8366118565495916,46558.0,frontal
persona,0.6995313488960144,55968.0,lateral
persona,0.7200328886372206,34620.0,lateral
persona,0.6409993210846513,5246.0,frontal
persona,0.7942202623670774,58048.0,frontal
bici,0.8386605886547899,25390.0,lateral
coche,0.76464850143363,14431.0,lateral
perro,0.9443227433117245,51215.0,lateral
persona,0.762770520813593,22707.0,frontal
persona,0.8895457003448047,20406.0,frontal
persona,0.9023514605540368,18694.0,frontal
persona,0.9358969182326577,1372.0,frontal
bici,0.7504119596030704,17160.0,lateral
bici,0.6556288862180807,56350.0,lateral
persona,0.7703597712164031,55914.0,frontal
persona,0.7288382037535913,22273.0,lateral
bici,0.9262899131002506,8584.0,lateral
coche,0.7696342736752517,6095.0,lateral
bici,0.6520813872386055,18964.0,lateral
bici,0.9174889606748161,30083.0,frontal
persona,0.6686784377132893,28039.0,lateral
persona,0.6766527854463292,7361.0,frontal
persona,0.8709276840388994,35709.0,frontal
bici,0.8325194724438174,11271.0,lateral
coche,0.5873310969793853,35752.0,lateral
persona,0.7172074569758534,34004.0,frontal
coche,0.9488188684167619,51414.0,lateral
persona,0.8112818595502501,14896.0,lateral
bici,0.6494339083094132,56270.0,lateral
persona,0.8983532729147723,12300.0,lateral
bici,0.8390515397285893,58455.0,frontal
coche,0.717521652594355,48263.0,frontal
persona,0.40132550738010075,54522.0,lateral
coche,0.7723727149627404,6387.0,lateral
persona,0.7808388147300351,9621.0,frontal
perro,0.7606266746557352,41210.0,frontal
persona,0.867595844824634,5300.0,frontal
persona,0.6478430432352854,11045.0,frontal
persona,0.6570237360727644,30935.0,frontal
coche,,10722.0,frontal
persona,0.7740686326687769,52596.0,frontal
persona,0.6633766158256413,21755.0,lateral
coche,0.8401862993297636,53174.0,lateral
bici,0.8211542393106498,57281.0,frontal
persona,0.7804192274213321,38214.0,lateral
persona,0.8851546556002949,29170.0,lateral
persona,0.5739428763235461,13748.0,lateral
coche,0.7315517510535948,29296.0,lateral
bici,0.9253497312879041,30537.0,lateral
coche,0.663593999625931,30489.0,frontal
coche,0.7635391688389568,56396.0,frontal
bici,0.8333862954845336,40449.0,lateral
persona,0.8009718413740818,44047.0,frontal
persona,0.706296385819975,48284.0,frontal
persona,0.6169225314559761,5035.0,lateral
persona,0.8430012227857342,11050.0,frontal
perro,0.8482410686415548,9235.0,frontal
coche,0.8704454303616712,28690.0,lateral
coche,0.3223730875468077,7832.0,frontal
persona,0.7926665227870081,53454.0,frontal
perro,0.7601655781726715,7219.0,lateral
perro,0.6266147107355757,19623.0,lateral
coche,0.8704380538357174,45325.0,lateral
persona,0.43334450372378613,4642.0,lateral
persona,0.9025186420952428,59281.0,frontal
persona,0.8318335644625177,5597.0,lateral
persona,1.0604140942234186,45351.0,lateral
perro,0.6141708455471869,8505.0,frontal
coche,0.8979320296711074,1149.0,frontal
bici,0.7593205253509918,59106.0,lateral
persona,0.9510047940944657,17808.0,lateral
bici,0.6332658779155009,26635.0,frontal
persona,0.7141159871230512,8841.0,lateral
persona,0.6648509324507796,25187.0,frontal
coche,0.7949591648839149,2566.0,lateral
persona,0.8221885238087951,25082.0,lateral
persona,0.8966653580687255,10238.0,lateral
bici,0.8920784993971604,29435.0,lateral
bici,0.699648791745859,685.0,frontal
perro,0.8948528755986473,22631.0,frontal
persona,0.6656792538895197,55872.0,lateral
persona,0.7883155171914732,52.0,frontal
persona,,57061.0,frontal
bici,0.7781598331539996,56724.0,frontal
persona,-0.0742916650033808,52373.0,lateral
persona,0.8631162797982518,40395.0,frontal
bici,0.5710925833092809,41438.0,lateral
bici,0.8690676459889207,46548.0,lateral
persona,0.726758675009905,16399.0,frontal
bici,0.4825188581744048,14077.0,frontal
coche,0.7404912887107991,53601.0,lateral
coche,0.8617993964812918,39580.0,frontal
coche,0.6818749035561987,58470.0,frontal
coche,0.6727404929151634,19429.0,lateral
persona,0.8576034713637725,21879.0,frontal
coche,0.9058727843947314,57019.0,lateral
persona,0.6845622919555815,30126.0,lateral
persona,1.5912239743689596,9852.0,lateral
coche,0.8432167639453246,27538.0,lateral
persona,0.9435709484574273,2617.0,frontal
coche,0.9008493473636318,13582.0,frontal
persona,0.9226191813080171,3637.0,frontal
perro,0.7224351412308168,48731.0,lateral
bici,0.9859461012882181,31377.0,frontal
coche,0.8770161257235817,12822.0,lateral
coche,0.912742219944516,39147.0,lateral
coche,0.6493206091660125,55597.0,frontal
coche,0.9775365924962816,8823.0,lateral
persona,0.6138871390648878,29300.0,lateral
bici,0.7290682561921628,8316.0,frontal
persona,0.7879310229417255,25824.0,frontal
coche,0.766597036350288,55631.0,frontal
persona,0.8591939093770014,5728.0,frontal
persona,0.8952448581707986,40315.0,frontal
bici,0.6725963267734498,30936.0,frontal
coche,0.8253555920343331,52219.0,lateral
coche,0.5937018414795403,55016.0,lateral
persona,0.8124665780918104,20259.0,lateral
perro,0.6308141235481601,33882.0,lateral
persona,0.8006028894931005,5240.0,lateral
bici,0.9576543931436768,13479.0,frontal
bici,0.6130832845718683,44991.0,lateral
persona,0.611814991990682,19210.0,lateral
coche,0.8732973587590479,51083.0,frontal
persona,0.9686393454068156,53377.0,frontal
persona,0.486941213476236,14513.0,lateral
coche,0.6778553901981199,48348.0,frontal
coche,0.9229568388466712,4914.0,frontal
perro,0.7348785574662098,18145.0,lateral
persona,0.8827022796884129,43176.0,frontal
bici,0.5758701206344659,7541.0,lateral
persona,0.9265798375784124,4176.0,lateral
bici,0.8769296274678159,6075.0,lateral
bici,0.9712821069435301,27465.0,frontal
persona,0.8068360022278087,447.0,frontal
coche,0.7535964852655518,41522.0,lateral
coche,0.7926347865884398,40669.0,frontal
bici,0.8530806068273882,58651.0,lateral
perro,0.8466201801834894,24005.0,lateral
persona,0.6897507188544907,565.0,lateral
coche,0.42110470667367444,49554.0,frontal
bici,0.8301898940809448,2312.0,frontal
persona,0.6404416833092109,40998.0,lateral
coche,0.8410881404663525,12189.0,frontal
bici,0.9044858431630092,22658.0,frontal
perro,0.8852132924404893,7416.0,frontal
persona,0.7536841745777328,18095.0,lateral
persona,0.8584195448104853,24343.0,frontal
persona,0.7166836412942542,55006.0,lateral
bici,0.6784603971141745,11970.0,lateral
coche,0.8746452929535906,18342.0,frontal
bici,0.762232007080791,52043.0,frontal
bici,0.7727813814832152,5963.0,frontal
persona,0.672599716580729,38020.0,frontal
bici,0.8954113182654935,44585.0,lateral
persona,0.7202728109468899,52264.0,frontal
perro,0.7272021740734576,54982.0,lateral
bici,0.9219501471425446,55603.0,lateral
persona,0.9688418529386769,57505.0,frontal
bici,0.6063574505745898,52147.0,lateral
coche,0.9397577214161789,1375.0,lateral
persona,0.8486055138418174,5455.0,frontal
persona,0.8078728557897258,27161.0,frontal
persona,0.6411486064417521,45074.0,frontal
bici,0.8947527734754539,18309.0,lateral
persona,0.9581654894252073,8904.0,frontal
bici,0.7334534863228981,47869.0,frontal
persona,0.8670185943891325,43343.0,lateral
bici,0.7996672541064925,5479.0,frontal
persona,0.6540666522885205,57637.0,frontal
coche,0.7666286970371567,50003.0,frontal
coche,0.7023513315332006,55260.0,frontal
coche,0.692843910002647,36478.0,lateral
coche,0.5403042637459328,49678.0,lateral
bici,0.8691842821572148,38669.0,lateral
coche,0.7260372864879822,36316.0,lateral
bici,0.5796761706549491,55274.0,frontal
bici,0.6275219020445483,12914.0,frontal
coche,,36873.0,lateral
coche,0.8072476331192908,7434.0,frontal
coche,0.9104315831327304,36341.0,frontal
persona,0.6527254950095798,20210.0,frontal
bici,0.8466736024015649,10697.0,frontal
bici,0.9706761269420525,21679.0,lateral
coche,0.9849721565074103,4835.0,frontal
coche,0.4958190623294754,46603.0,lateral
perro,0.808230790801313,38810.0,frontal
perro,0.812163085665505,35758.0,frontal
persona,0.8069277956584098,28649.0,lateral
coche,0.3972596952594082,59076.0,lateral
coche,0.617940839519194,37633.0,frontal
coche,0.9685794436133643,29996.0,lateral
coche,0.7890053398512316,47656.0,frontal
persona,0.6833559670000765,26041.0,lateral
bici,0.8847648972773947,9277.0,lateral
persona,0.6918615706291323,21820.0,frontal
persona,0.9113535293989704,26830.0,lateral
persona,0.7661709852189784,43214.0,lateral
coche,0.776511834647771,28117.0,lateral
persona,0.768942220535492,7724.0,frontal
persona,0.8902918231915574,44691.0,frontal
coche,0.7800245399231716,15942.0,frontal
bici,0.7633745492651165,54229.0,lateral
persona,0.5842701034813059,6270.0,lateral
persona,0.7102105022166078,24623.0,frontal
persona,0.8950463955082216,38048.0,lateral
coche,0.655260776890248,31583.0,frontal
coche,0.7411291563039033,44603.0,frontal
persona,0.6326692891403232,35962.0,frontal
persona,0.8012108494670616,22174.0,frontal
persona,0.8004996430125109,27248.0,frontal
coche,,35447.0,lateral
bici,0.7715066964522638,24664.0,lateral
coche,0.8465343384144242,42796.0,frontal
persona,0.7312320626617339,18211.0,frontal
persona,0.8936527824515342,21065.0,lateral
coche,0.6228852184222562,18262.0,lateral
coche,0.763231607972493,51125.0,lateral
bici,0.8272673036354344,25219.0,frontal
persona,0.7354627632646777,,frontal
persona,0.7783716214569727,28727.0,lateral
bici,0.8621063258325822,49304.0,frontal
persona,0.7832818541963213,17010.0,lateral
persona,-0.5951350368817688,18151.0,frontal
bici,0.7219257646676397,59782.0,frontal
perro,0.9691892444541996,2391.0,frontal
persona,0.6788947024528381,9086.0,lateral
persona,0.5452295249927942,36953.0,lateral
coche,0.9531900981300419,20428.0,lateral
perro,0.872248820537769,6758.0,frontal
bici,0.7809684970061906,17500.0,lateral
coche,0.733909629273016,34657.0,lateral
persona,0.5520731604547433,9720.0,frontal
persona,0.7991768173393372,39096.0,lateral
coche,0.7153439358291308,51990.0,frontal
bici,0.7884546089652672,41070.0,lateral
persona,0.45011272421051,9693.0,frontal
bici,0.42854664836151757,20892.0,lateral
persona,0.6465888910879439,47438.0,lateral
coche,0.8425641583987639,45974.0,lateral
coche,0.5670951865252097,30913.0,lateral
bici,0.888927046638601,13902.0,frontal
coche,0.9268197707427164,7782.0,lateral
coche,,30057.0,frontal
bici,0.7721432255300588,55314.0,lateral
bici,,5141.0,lateral
persona,0.690599650834184,24521.0,frontal
persona,0.8130241987949535,1369.0,lateral
coche,0.7076306425636276,27133.0,lateral
bici,0.8577942762959638,30003.0,lateral
bici,0.25848100335152935,10756.0,lateral
bici,0.7527526062226564,37114.0,lateral
persona,0.8088889606094136,43691.0,frontal
persona,0.7741277000162002,49136.0,frontal
coche,1.0791867900962164,19124.0,frontal
persona,1.0685808283030016,37255.0,frontal
persona,0.8241997504628279,26026.0,lateral
perro,-0.17819160101456943,47107.0,lateral
persona,0.8983525457976678,12283.0,frontal
persona,0.8433393662422639,20180.0,lateral
bici,0.7593025044360734,3593.0,frontal
bici,0.9463794410685431,19776.0,frontal
persona,0.6910848746907818,50378.0,frontal
perro,0.6747162434845492,42041.0,lateral
bici,0.7211204878783265,38032.0,lateral
persona,0.7183997487626207,54595.0,frontal
coche,0.6548381651640698,29792.0,frontal
bici,0.9104495959589382,43124.0,frontal
bici,0.7679278129800345,392.0,frontal
persona,0.7194137735274272,12787.0,lateral
persona,0.8239620667924621,54898.0,lateral
coche,0.7020051519235303,23968.0,frontal
persona,0.8246700653853282,31683.0,frontal
coche,0.519278665741852,40122.0,lateral
coche,0.731933644336139,36245.0,frontal
persona,0.8300964895834861,28930.0,lateral
bici,0.9180473936770143,52272.0,lateral
coche,0.5676821836811853,48182.0,frontal
bici,0.6771307783980028,15897.0,lateral
persona,0.762572896846047,24078.0,frontal
perro,0.7726808514472837,46403.0,frontal
persona,0.8945601946549099,560.0,frontal
persona,0.8827814492588071,49298.0,lateral
perro,0.6212072111117284,11885.0,lateral
persona,0.6462194560225406,32039.0,lateral
bici,0.7823496350103571,38590.0,lateral
coche,0.8797008085355222,44927.0,frontal
perro,0.5941627793907657,47030.0,frontal
bici,0.8603364116522308,40934.0,frontal
coche,0.929838242186198,31475.0,frontal
coche,0.7011383782108656,2960.0,lateral
coche,0.833232937899552,48642.0,frontal
persona,0.7995187668298644,25665.0,frontal
coche,0.7453398961926834,46548.0,frontal
persona,0.685532723222332,996.0,lateral
persona,0.7079899987327181,13189.0,lateral
coche,0.7806116966186347,47978.0,frontal
persona,0.9566609530971201,26165.0,lateral
persona,0.7876309004831309,25464.0,frontal
,0.8260362266959905,39462.0,lateral
persona,0.7254888668213341,48108.0,lateral
persona,0.7567359884234254,32265.0,lateral
coche,0.8811002307800685,5307.0,frontal
persona,0.7936522835460833,28207.0,lateral
coche,0.7834059322713354,50151.0,lateral
persona,0.6205327070720371,44942.0,lateral
coche,0.7080039195157802,50755.0,lateral
coche,0.9625197163611966,48356.0,lateral
bici,0.6814744027709724,26817.0,frontal
persona,0.8238771716212001,16621.0,frontal
bici,0.6767317059149504,47302.0,lateral
coche,0.6968923372929777,46158.0,lateral
persona,0.7686001496322589,59258.0,lateral
bici,0.8292197537537446,26005.0,frontal
perro,0.8629035134146757,44270.0,lateral
persona,0.8512442606754189,682.0,lateral
persona,0.9032133400693231,19353.0,frontal
bici,0.6291311382298168,33730.0,lateral
bici,0.8428518608019687,46147.0,frontal
persona,0.9363991812693848,11971.0,frontal
bici,0.8605035760320232,24668.0,lateral
bici,0.8254782729826853,50674.0,frontal
coche,0.7619054915666872,17208.0,lateral
coche,0.9775658036580462,7617.0,frontal
coche,0.7039271445812272,58014.0,frontal
persona,0.6761836065968679,19028.0,frontal
coche,0.8384934053681264,17262.0,lateral
bici,0.9300766173007459,8236.0,lateral
persona,0.8589290367997944,16830.0,frontal
persona,0.8098558540401671,24697.0,frontal
persona,,11415.0,frontal
persona,0.8223700519351459,20319.0,frontal
bici,0.8482549243607044,1204.0,frontal
persona,0.7052231709294688,4506.0,frontal
perro,0.8180124362147726,32626.0,lateral
persona,0.8103580581385119,25380.0,lateral
coche,0.6708118411945765,11616.0,frontal
bici,0.8141466692983486,41394.0,frontal
persona,0.842703191620089,29374.0,lateral
persona,0.7519822251192245,47165.0,frontal
coche,0.7105075938437901,14924.0,frontal
bici,0.6349254419923067,49140.0,lateral
persona,0.7695942348101202,48537.0,lateral
bici,0.4595422145952403,34309.0,lateral
bici,0.8818265681080925,49160.0,frontal
persona,0.9016674976171539,46563.0,frontal
coche,0.617540487219432,43770.0,frontal
persona,0.7804384148884604,27518.0,lateral
persona,0.6494777510733725,13252.0,lateral
perro,0.7484543912416861,5967.0,frontal
bici,0.8985683419477916,10638.0,frontal
persona,0.675335598126322,13942.0,frontal
persona,0.8760881658541525,43579.0,lateral
persona,0.6906705312461289,8425.0,frontal
coche,,45543.0,frontal
coche,0.7696045566136843,23758.0,frontal
persona,0.9062547008648377,26735.0,lateral
perro,0.48536919445860655,9885.0,lateral
coche,,20423.0,lateral
persona,0.7361412710679065,17866.0,lateral
bici,0.8635253757157957,12730.0,lateral
persona,0.798155522423545,20403.0,lateral
persona,0.9092422664101094,917.0,frontal
coche,0.8396203610995432,22282.0,frontal
bici,0.7510608744796898,4705.0,lateral
coche,0.8494429792894813,28462.0,lateral
persona,0.8517061349590619,46517.0,lateral
coche,0.9245885962658331,9174.0,frontal
bici,0.7149446240973604,44963.0,lateral
bici,0.8404563503214186,50417.0,frontal
persona,0.7013222028249622,52641.0,frontal
coche,0.8803983229361338,58670.0,frontal
persona,0.8100630193531276,48731.0,frontal
perro,0.8100678579130337,53002.0,frontal
coche,0.6355054950989056,46587.0,lateral
persona,0.9304848726389537,33328.0,frontal
perro,0.9277194802900174,26235.0,lateral
persona,0.8339976602461097,40581.0,frontal
bici,0.77094613209692,45318.0,lateral
,0.8285933894957352,50637.0,lateral
persona,0.8713414182568971,37584.0,frontal
persona,0.8605752400229747,21862.0,lateral
persona,0.8537725091956816,47696.0,lateral
bici,0.875598728426602,52783.0,lateral
persona,0.9234459409195304,13636.0,lateral
bici,0.6336116136398312,14079.0,lateral
persona,0.8068750288668234,47402.0,frontal
persona,0.46373703857209914,46399.0,lateral
coche,0.8528737361612204,39414.0,frontal
perro,0.8769391086574512,20896.0,frontal
persona,0.8957399892308237,28724.0,lateral
bici,0.7972892603914229,37602.0,frontal
persona,0.95039712588512,25102.0,frontal
coche,0.9102870399396177,39266.0,frontal
coche,0.47650358652205166,40355.0,frontal
persona,0.9377313101617274,2196.0,lateral
coche,0.6911106342921423,22261.0,frontal
coche,0.8051161344410289,44001.0,frontal
persona,0.8274706459648695,50045.0,frontal
persona,0.605897035757035,30295.0,frontal
persona,0.5465705099029448,28066.0,frontal
persona,0.7727425059218872,49304.0,lateral
coche,0.8544181923681323,56046.0,frontal
coche,0.7443648305347078,32115.0,lateral
coche,0.689627645532991,48632.0,lateral
coche,0.28797181383281906,43047.0,frontal
persona,0.6312607831298649,46382.0,frontal
coche,,37246.0,lateral
bici,0.7104824122392956,25574.0,lateral
persona,0.7910621571077547,10261.0,frontal
coche,0.9464272518876434,39428.0,frontal
coche,0.9405021550432827,557.0,lateral
persona,0.7598663707900982,20516.0,lateral
persona,0.89487907227599,30636.0,lateral
coche,0.5844171221096514,48482.0,frontal
,0.9639563282225182,22751.0,frontal
persona,0.7248648718385087,13001.0,lateral
coche,1.529657735399344,8147.0,lateral
coche,0.9030523989525697,21813.0,lateral
persona,0.9191072049481815,45606.0,frontal
coche,0.8787625527807545,16662.0,lateral
,0.6730060446678715,22584.0,lateral
coche,0.7580116516442345,38952.0,lateral
persona,0.7549205342421506,59137.0,frontal
persona,0.6215833564616576,39122.0,lateral
persona,0.8125465160673198,33111.0,frontal
bici,0.7798260710229096,2127.0,frontal
persona,0.8525533919591327,23205.0,frontal
coche,0.7649611757295035,58569.0,lateral
bici,0.7845003881399821,31001.0,frontal
persona,0.5363026349011156,22278.0,lateral
coche,0.9342985740887914,21897.0,frontal
coche,0.9765464615470811,33922.0,lateral
bici,0.6544266751059306,36971.0,lateral
bici,0.7397746618365666,48364.0,frontal
persona,0.6837769624372998,50503.0,frontal
coche,0.7100519648589302,58208.0,frontal
bici,0.8552598659614664,52893.0,lateral
persona,0.7109242327746629,33968.0,lateral
persona,0.8721511735308953,45088.0,frontal
coche,0.6897502341904099,11553.0,lateral
persona,0.7739581412540982,7370.0,lateral
persona,0.8535717002348342,5242.0,lateral
perro,0.9064968511386615,17979.0,frontal
persona,0.7291453727359792,45047.0,lateral
perro,0.8590751122948893,56645.0,frontal
coche,0.8523656657235867,36466.0,lateral
coche,0.8190626912833696,58180.0,lateral
persona,0.5644029715182006,2807.0,lateral
perro,0.9515131997798593,27793.0,lateral
bici,0.8070570309316556,20532.0,frontal
bici,0.6541620356841042,56071.0,lateral
bici,0.9255035706460888,9210.0,lateral
persona,0.7722900032054825,22430.0,lateral
persona,0.7587404476533463,49346.0,lateral
persona,0.8041889903675927,14168.0,frontal
persona,0.7970738282571326,3746.0,frontal
persona,0.9147524163605307,21922.0,frontal
coche,0.7535811334810926,16314.0,frontal
persona,0.6746566101897548,13927.0,frontal
coche,0.8486336191583829,55915.0,lateral
persona,0.7467471814840296,41972.0,frontal
persona,0.7970157077302894,37739.0,lateral
persona,0.7486419331930885,32632.0,frontal
persona,0.39005714839415717,50384.0,lateral
coche,0.9111111559580977,56389.0,frontal
bici,0.7845091552477133,31842.0,frontal
bici,0.6734608510928927,54501.0,frontal
persona,0.6064270603862315,40388.0,lateral
coche,0.8022743440164716,1381.0,lateral
persona,0.6566828657441248,14461.0,frontal
coche,0.9467176193059681,13797.0,frontal
perro,0.7609763197110762,38610.0,lateral
perro,0.7122081047132555,49357.0,lateral
coche,0.9585682531533821,223.0,frontal
persona,0.9583870704634427,4650.0,frontal
bici,0.8946067589323364,56795.0,lateral
persona,0.9375427521325777,31226.0,frontal
persona,0.5558950356473963,45240.0,frontal
coche,0.8203880312498705,17268.0,frontal
persona,0.859396050910444,16942.0,frontal
persona,0.6546137127424293,33716.0,lateral
bici,0.5107957122196701,54641.0,lateral
coche,,49006.0,frontal
coche,0.8446844324260953,14158.0,frontal
coche,0.9456509546204661,25864.0,lateral
coche,0.8350862451292382,3905.0,lateral
bici,0.5850787062173614,19100.0,frontal
bici,0.8877577142017328,9417.0,frontal
persona,0.8503783138163075,45250.0,frontal
persona,0.8143774273837099,21954.0,frontal
bici,0.9279375487498546,46297.0,frontal
bici,0.68147179129761,6018.0,frontal
persona,0.46832490521818154,56467.0,frontal
perro,0.5700622139696715,50442.0,frontal
persona,0.8871786596431311,40457.0,lateral
coche,0.5771588132823182,35265.0,frontal
persona,0.931659230643204,27144.0,lateral
perro,0.7373070582798972,48980.0,frontal
bici,0.6986808943494849,498.0,frontal
bici,0.7644946363964741,,frontal
bici,0.8257937802929204,58430.0,lateral
persona,0.6052129361427817,31990.0,frontal
coche,0.6606601756895765,30189.0,frontal
coche,0.8087351373034165,50478.0,frontal
coche,0.6403639116276548,23200.0,frontal
persona,0.8783607667591377,17889.0,lateral
persona,0.6136043402947068,54936.0,lateral
bici,0.8796397659276678,9616.0,lateral
persona,0.6019301556894844,25829.0,lateral
persona,0.7253678132169338,52125.0,frontal
persona,0.8844019302358337,20827.0,frontal
coche,0.9880871641922027,20750.0,frontal
persona,0.939754268897658,35460.0,lateral
persona,0.7283924319931727,13305.0,frontal
perro,0.8817481812370302,49530.0,lateral
persona,0.8484712423963887,14389.0,frontal
bici,0.694516810896438,35196.0,lateral
persona,0.9330187828238768,53655.0,frontal
persona,0.8126826313916089,7200.0,lateral
persona,0.9176391149774116,52331.0,frontal
coche,0.8463211031820839,3409.0,lateral
coche,-0.5526075359868341,59209.0,lateral
coche,0.8858272430895437,55481.0,frontal
persona,0.556138405436256,54484.0,frontal
persona,0.6973233756687127,28509.0,lateral
coche,0.9137953536142265,48923.0,lateral
bici,0.7051917879226356,590.0,frontal
persona,0.8955949911702075,19523.0,frontal
perro,0.751023716149933,41176.0,lateral
coche,0.7537209349368698,53585.0,lateral
persona,0.9724942220366216,35460.0,lateral
bici,0.68819418492389,32176.0,lateral
persona,0.882915969632581,10755.0,frontal
persona,0.8062331317527189,30272.0,lateral
persona,0.8259133923373044,2309.0,frontal
persona,0.7273188723370743,28175.0,lateral
persona,0.8953640827223129,30718.0,lateral
persona,0.8893925629772724,29402.0,lateral
coche,0.6291495332361384,37942.0,frontal
bici,0.5517246799355708,53040.0,lateral
persona,0.9463820697720745,19634.0,lateral
coche,0.8476928144016476,24251.0,lateral
persona,0.5591123651819672,28496.0,lateral
bici,0.9051401031421045,27552.0,frontal
perro,0.8598258978501574,49903.0,frontal
bici,0.8615394362501169,32932.0,lateral
coche,0.8385902030932962,52924.0,frontal
bici,0.7600783290239549,2065.0,frontal
coche,0.7611997678103777,56332.0,lateral
coche,0.8423211067863513,38084.0,frontal
coche,0.7042391928914526,57511.0,lateral
coche,0.9046794325254345,50110.0,frontal
persona,0.7548752101081587,38350.0,lateral
coche,0.7226595886392372,1723.0,frontal
persona,0.804624765728217,38410.0,frontal
persona,0.8386274566795268,31441.0,lateral
coche,0.7753866745807707,133.0,frontal
bici,0.8953390350775283,39842.0,lateral
persona,0.9088738779039119,29998.0,frontal
persona,0.8318223027909669,28107.0,lateral
coche,0.45653463271333794,33189.0,frontal
bici,0.8799274127820028,56559.0,lateral
persona,0.739236858711262,6496.0,lateral
coche,0.8471380253141941,8485.0,lateral
persona,0.8314885438306862,37980.0,frontal
persona,0.6509481692177406,21025.0,lateral
