objeto,confianza,fotograma
persona,0.7601464820661772,7217
persona,0.7259813434528933,44810
persona,0.6307355843045774,46355
perro,0.7255154043444689,32931
coche,0.8856280340871112,15277
coche,0.530663356128089,10110
coche,0.6528879611498857,3521
coche,0.8731260562242565,23869
coche,0.8895816830722072,31568
persona,0.9200961087890744,21097
coche,0.7160520815240632,47755
persona,0.8454391399985285,12142
bici,0.8101732796460183,30325
bici,0.5698185127234865,39042
persona,0.8655203872235702,35078
coche,0.6005285525006019,13286
persona,0.8969723611906077,24048
perro,0.7456641287059844,47584
bici,0.5810894748040281,11955
bici,0.6558994535971545,23949
persona,0.7433362618256207,41984
persona,0.7766584912038081,22811
persona,0.7440782460277665,13195
persona,0.8440324242035471,12797
persona,0.7360633413336232,14452
persona,0.60040624837117,3160
perro,0.8768003046758801,44103
persona,0.5435308096732255,12387
persona,0.812401723146147,32674
bici,0.6935389527566374,22466
coche,0.845371264221051,1021
bici,0.5424826848346487,22970
coche,0.8594302203820153,9261
bici,0.688873335005478,12190
coche,0.7705994126153344,15535
coche,0.7069490472217639,18644
coche,0.7985609546436524,39515
persona,0.8961445559988664,5825
persona,0.7814759218422929,6570
coche,0.8640425506691204,43753
persona,0.8317675500341429,39595
bici,0.9344295721568507,40434
persona,0.8357594124590302,28843
persona,0.8478490497228264,46706
persona,0.5825208236529407,48441
bici,0.8922252381009653,33240
persona,0.49833833893794405,38316
coche,0.9730150313790149,42855
bici,0.8638751473019355,23665
persona,0.7468183007243083,21859
bici,0.7845799085457158,36435
persona,0.8239777578979799,33898
persona,0.9041035175445907,29105
coche,0.5678907437519546,36958
bici,0.8241884427320352,26041
persona,0.7872842070539267,28748
coche,0.6072934860789716,45599
persona,0.7475044866052609,24041
coche,0.805934946842658,31465
coche,0.7471522604302614,1893
coche,0.8022680868274121,31763
coche,0.6281094650090775,38597
persona,0.7176472070032235,12804
coche,0.682134548050902,12824
coche,0.9177750663933925,9919
coche,0.5602203999872207,27163
persona,0.5617139461391483,42430
persona,0.1987566032603458,8493
persona,0.5010245549083415,11641
persona,0.77463772768409,22180
persona,0.9005367288629017,44156
persona,0.8305510811165653,20792
coche,0.6793587046964855,33559
persona,0.7208655941491768,42496
bici,0.6828409968909076,48164
coche,0.6844063203058475,49986
bici,0.8702423014818925,7917
coche,0.7459591172690856,12253
coche,0.6653485978212205,13434
coche,0.7617571062528283,36096
bici,0.6096276158503302,40854
coche,0.5695467166530136,25982
coche,0.6331915802519554,47531
coche,0.871041469924191,32321
coche,0.8592903581060551,4415
persona,0.8073402176276117,39934
coche,0.6631247734169013,45644
coche,0.6508269800011166,49826
bici,0.8365742422949947,39468
coche,0.5907883216255844,36317
coche,0.7568541902077082,48902
perro,0.9394962361026176,32052
coche,0.8347554671659122,1712
persona,0.8876900384417312,2480
persona,0.8966668005100229,24528
persona,0.7565630907237865,41441
persona,0.7050519242059275,18458
persona,0.7795057578135901,39909
bici,0.8550100582142102,28250
coche,0.7086074720356917,44287
persona,0.9157412016243699,36442
coche,0.9047870881524,18291
persona,0.8002579790225808,16523
perro,0.7701008018457687,14844
persona,0.7815034779646983,13115
coche,0.8040102393463343,46816
persona,0.9791395628489995,35691
coche,0.8833593477797482,12130
persona,0.6962530764434893,24192
bici,0.8224688176864594,13326
persona,0.9613925672062205,2348
bici,0.5738307342435641,6845
coche,0.8361406885357162,41265
bici,0.9127239341212535,46286
bici,0.9506480523753306,37572
perro,0.675665336699856,18332
persona,0.922276941526037,15760
persona,0.8681233093684099,18460
persona,0.7015834565344735,15645
persona,0.6471631567732702,18427
coche,0.6190809881876146,28679
perro,0.9214305653915057,19154
perro,0.7551436226715749,17637
coche,0.8309070967514833,28187
coche,0.9386464445129085,13710
bici,0.5192212653960746,10389
perro,0.8545100221291181,975
persona,0.5110272502985206,42932
coche,0.8345969848593343,36220
bici,0.7299093825534488,47772
persona,0.9094457564550381,11789
persona,0.5738846823916648,42412
perro,0.7738466800138769,33016
perro,0.8008555721563949,5047
bici,0.7310616553666168,24271
bici,0.6663257937594945,11467
persona,0.6972510365676451,2141
persona,0.831188208150746,36911
coche,0.8067962701927835,32722
coche,0.8950764881571825,14617
coche,0.8617997623587332,20386
coche,0.42176982935605734,26169
persona,0.7154116956160423,19408
coche,0.8181131091168562,9233
persona,0.5919287627154477,411
persona,0.5726660943880928,36441
persona,0.7824829605237608,28100
persona,0.745067995082975,13997
bici,0.6389540265413577,49827
persona,0.8212575151195672,43685
persona,0.6174837837946309,25154
bici,0.8449678285122129,12378
coche,0.7190065423822012,33467
persona,0.7439903610026339,31500
persona,0.5827495592427119,18344
persona,0.46444275132343393,42462
coche,0.30549819283759055,13085
persona,0.8928850597177422,28793
persona,0.8951571073233269,48961
persona,0.902540876137419,33240
coche,0.5959116888765698,19148
persona,0.7947590412826384,13950
bici,0.6057682764285215,2945
persona,0.9148023450920267,41424
coche,0.7844355934244036,35526
persona,0.8424066110006302,26966
persona,0.7162540420421691,11087
persona,0.9227296658762703,13236
bici,0.8784881978910308,8675
bici,0.925671570793122,47369
persona,0.8628744389554747,48733
persona,0.8045881211688075,20835
bici,0.5320069639391013,25252
coche,0.7143730107356804,24301
persona,0.5830244919335972,48268
persona,0.5110197360821129,4339
coche,0.8202178522483878,22837
coche,0.5927973756541696,14584
coche,0.8955401875893848,18334
perro,0.7671376439728663,7259
coche,0.7638200708020249,31135
persona,0.6999893659663673,16082
coche,0.6962239557832713,11397
persona,0.8682190024144456,21647
persona,0.7379765430164925,19896
persona,0.7398720683260168,13827
persona,0.8871839295122864,37184
coche,0.7751232185745898,40259
persona,0.7099126840253036,14922
persona,0.7724999049868656,6989
coche,0.6370147259379937,26037
coche,0.8751812307041964,37183
bici,0.7253692450338192,29440
bici,0.756915865373035,39193
coche,0.8176723089717193,15223
persona,0.5848547250229745,25724
coche,0.6310317660291571,18869
coche,0.8434482025007739,6171
persona,0.8773502660299737,13834
persona,0.6013223865898968,22072
persona,0.9634810264919911,42173
coche,0.9303021962408221,48056
persona,0.49555454237808944,44841
persona,0.6802592304487616,1102
bici,0.8626355470727858,23817
bici,0.8169531133959324,18448
persona,0.6657988121253903,10916
bici,0.7359182466195768,15416
persona,0.6687934380787058,44456
bici,0.8451412438844357,17916
perro,0.7376317061790117,8477
persona,0.9313936458494528,18646
bici,0.9355245990440176,40634
perro,0.7327478635761011,47365
bici,0.666996299646759,15613
perro,0.7349408292253115,18726
coche,0.6797413461089921,42329
persona,0.7546829269631966,43756
bici,0.8840631609740757,19407
coche,0.8455755241257159,15185
coche,0.6205651085446264,30422
persona,0.4997230782149866,30077
coche,0.58870330983566,14739
persona,0.6570058331415147,25211
coche,0.8179247897430962,31005
persona,0.9616098801557997,35801
coche,0.8435074957656786,44005
bici,0.5655591727387684,28262
coche,0.7133035232758923,48503
coche,0.8856030218707394,33932
persona,0.5211773759789642,33309
perro,0.8083620362087107,4223
coche,0.8030920824447463,49786
persona,0.8068570465591864,14917
persona,0.5897542980100986,28999
persona,0.8050268321422878,12235
coche,0.776000093099953,40564
perro,0.9084797315924077,19068
coche,0.6174913000006373,36531
persona,0.9025306250470662,25798
bici,0.9132784852654506,14306
persona,0.5155861494518419,30806
bici,0.695246426258691,17998
persona,0.8549912917915721,2236
coche,0.43799529037801765,19633
bici,0.671795274198595,39520
persona,0.7053728051714769,26028
coche,0.7236923010416325,32613
perro,0.7405774910899926,29601
persona,0.7681391476527721,8814
persona,0.8188098359791709,49990
coche,0.7567728965406785,2895
persona,0.8300595659036667,11158
persona,0.9242722350486574,17314
coche,0.8288319089046879,23257
bici,0.8958435806184994,14870
persona,0.6575548242957395,47395
persona,0.6667487633114237,28173
bici,0.8694201227535698,22692
coche,0.9224443983459094,41707
bici,0.571759346670445,44467
persona,0.8524481359651777,40024
perro,0.6492896820718252,42225
coche,0.5484345980650609,8266
persona,0.8808628540106236,45862
bici,0.8403033664385732,35801
coche,0.9236248227988463,26904
persona,0.9340960364063196,3381
persona,0.9139699199731255,39126
coche,0.8437713031165582,7581
persona,0.8999039987268845,39083
persona,0.6900439324634896,39408
persona,0.8093086011272423,8892
persona,0.7338290092658968,5836
persona,0.6751622241324321,6788
coche,0.8757047681243845,5765
persona,0.6143876840814769,7832
persona,0.6827984052569877,36839
coche,0.611497380102048,27832
persona,0.6041043785741333,5806
coche,0.758988281563333,23191
persona,0.7043072850586918,45939
persona,0.6702737353027277,23649
persona,0.8119847761015135,43208
coche,0.8062539967752127,28831
persona,0.8908840929711044,11938
bici,0.7894842923259049,19355
persona,0.8047454138568941,28765
coche,0.6945337659659485,24782
coche,0.7639983952602576,33483
persona,0.7523725640056805,8004
coche,0.8115445124053042,41849
persona,0.6983270069842608,11161
persona,0.7613413753047097,43127
persona,0.948851528572908,11268
bici,0.8306614443549682,10886
perro,0.61386857413601,30338
persona,0.656420265496035,4267
coche,0.7197553827271453,44871
bici,0.5691987920995515,6292
persona,0.6421287929501536,33330
bici,0.5731485198729229,11007
coche,0.9020571189710881,21030
bici,0.8533145066158331,4033
perro,0.8081651770557116,8782
persona,0.7444156913991975,5968
persona,0.47553087981097963,5450
coche,0.648052515895904,42667
persona,0.954978424537214,22473
persona,0.8848451276916965,36681
perro,0.8495350690979184,37866
persona,0.9227977221118968,138
coche,0.9343215948412394,45585
bici,0.5797794323781466,47175
persona,0.7328502330724624,7018
coche,0.7388524619191927,30985
perro,0.7726181018636464,1105
coche,0.698130791107163,6503
persona,0.8403458894782492,6110
persona,0.7383259428570995,10457
perro,0.8711705954864094,38529
persona,0.7601671699669557,22933
coche,0.6739450653755631,4949
persona,0.8782433768063601,3781
persona,0.7816436300677425,541
perro,0.8269036005368958,29903
coche,0.7500818094666666,17862
perro,0.9267798076877792,11548
persona,0.6866085290183165,13196
coche,0.6453915765135496,25584
bici,0.8016296901171256,542
persona,0.7613312500595245,16171
persona,0.7091482073900854,19203
bici,0.8342683678095235,32638
persona,0.7025848519024381,36893
coche,0.7719108634059221,5428
perro,0.7684497621801119,38856
persona,0.7573169222295474,42289
persona,0.5266826086201942,37559
persona,0.7457488348605312,30918
persona,0.8827208511029018,4986
persona,0.7092951668066271,10874
coche,0.581395085590566,32494
persona,0.8097116822566166,22643
coche,0.7953855127480451,38547
persona,0.7209700216868576,35318
persona,0.9401710197338496,40757
persona,0.7598479282108076,30281
coche,0.7092821331261486,27681
coche,0.7579071866408518,26537
persona,0.8909584025557922,33856
bici,0.7509929964246468,20100
coche,0.6244654437835592,16063
persona,0.7578191424435363,819
bici,0.806226886548899,12927
persona,0.6400910570032111,14825
persona,0.6354589859804092,36361
coche,0.613639980049187,41363
persona,0.512715006098583,48361
persona,0.6538865348909297,32244
coche,0.7231684617094529,1845
persona,0.7942041339554562,4972
bici,0.8731429936025797,8051
perro,0.6277819243495678,39167
coche,0.8247487950213607,32627
coche,0.7366152599273372,15482
coche,0.6783148126637886,34806
perro,0.7350044550539983,21985
persona,0.770371231862861,26071
persona,0.8427027859273518,7849
coche,0.8625977356241018,45435
coche,0.6372997108204546,5515
persona,0.8219670424436196,12238
coche,0.7864118981563576,33028
persona,0.7799209239649522,2952
bici,0.9158365824756508,11741
persona,0.847010978384431,29911
persona,0.5978941671743799,26463
persona,0.8761902112103626,7076
persona,0.8830777298957202,24081
persona,0.7222666126109529,41505
persona,0.6428285482567253,34263
persona,0.6577815155963103,18766
persona,0.5768299797795697,29456
persona,0.8255621773299947,15358
persona,0.8304556806162666,33566
persona,0.9133368670456226,47650
persona,0.8139036132009821,3719
persona,0.5995708715503067,43096
persona,0.7715808062919609,44356
persona,0.8698361973764831,31286
bici,0.747977951355113,34117
perro,0.7766694232642697,10903
bici,0.9155859725440894,48554
coche,0.9007634539479079,34431
coche,0.7740411798889969,42012
persona,0.5862349251401796,17539
bici,0.8712940325611203,4925
bici,0.8979935069040519,18176
bici,0.7645050363618452,10271
bici,0.7094342483665792,20953
persona,0.7707833770014483,26651
bici,0.4584180255877282,41365
bici,0.8503372436515527,22799
persona,0.7166237763072753,46287
bici,0.7004891532069626,5544
persona,0.8495964453152435,21026
perro,0.9379783872600884,24558
bici,0.6483744734096638,27403
persona,0.9262491854572966,20288
coche,0.5494101015949173,46714
persona,0.7179796210605404,22190
bici,0.5692829857263798,19136
bici,0.8023066857883433,19840
coche,0.6327942932916247,43071
bici,0.559835274989056,21125
persona,0.815309570247604,9135
persona,0.7339174163568554,39869
persona,0.9352638337305637,27805
persona,0.8328849136884691,32111
persona,0.6641483366978829,31642
persona,0.670376506104641,24474
persona,0.806557404299682,30469
persona,0.8797375170362726,9170
bici,0.9626375353282687,20118
persona,0.8232163722327158,33308
bici,0.5834265902676508,20575
persona,0.5750546085205616,165
persona,0.7132239177539491,43880
coche,0.7244942076237789,21995
persona,0.6090340728499478,41158
persona,0.8918655926742634,15826
coche,0.7849747840681688,27247
persona,0.8318276428559531,32082
persona,0.8144172401155364,47720
coche,0.8088817193996659,23317
persona,0.7766364188434627,30610
bici,0.6688987785426903,7957
persona,0.8041327193255656,10325
perro,0.6878149205332933,39928
bici,0.687810335178345,34890
perro,0.7230380826547425,36080
bici,0.936209308777496,48433
persona,0.7806601448417895,16048
coche,0.8393412928673976,28050
persona,0.6549009633979823,46998
bici,0.8846741677507421,19491
coche,0.5955576190632181,18984
persona,0.5176925591512656,21315
bici,0.7803630400443599,8558
persona,0.6736444822060852,44069
coche,0.8809119773441448,26894
coche,0.8457900252366745,49870
persona,0.7189550677627359,42858
coche,0.633392608355996,1760
bici,0.8943557816527561,42137
persona,0.7173676295653827,46814
coche,0.7084216476490042,34442
persona,0.6767232271137525,23592
coche,0.8228652035568497,5243
persona,0.608498444153898,24676
perro,0.7157649568139802,49845
bici,0.9126620884659291,24702
persona,0.7327595958844884,36861
persona,0.9426999073515153,29655
coche,0.8600206438437858,6570
coche,0.8437984223040939,18596
persona,0.5925430290024406,16718
persona,0.5674004584315752,42804
persona,0.8860520171637667,21803
perro,0.5792754207632771,29770
coche,0.3334330423970878,43122
bici,0.737496945313127,20915
coche,0.5438178456169958,31940
bici,0.6726247512215202,41481
persona,0.7298570841066399,23114
persona,0.6260534648609727,38660
bici,0.7328804527870402,25799
perro,0.7919159643379862,19558
persona,0.7887112745529328,15468
persona,0.8047473794717591,47324
coche,0.9118253637866311,28534
persona,0.8199408625979535,24760
persona,0.8527154659913159,37397
bici,0.7059592733437127,9224
persona,0.6500071771762908,26461
coche,0.8130836335701949,48300
persona,0.8817235455707214,10395
persona,0.8562787654561477,38638
coche,0.7168262678159455,29222
persona,0.8225479528570973,37994
coche,0.7347788838473365,46175
persona,0.8482433497083879,418
perro,0.5308499995727384,1406
coche,0.5937122908059249,46668
bici,0.861823756242141,23795
persona,0.629830321716444,47192
persona,0.723828426139576,30418
persona,0.7733569184355086,31850
coche,0.4701101709773776,12078
persona,0.852872111641281,31310
persona,0.6363076274386593,31291
persona,0.9150869691781166,32875
persona,0.4665185190028289,34259
persona,0.7580037645260307,22656
persona,0.7386187306557794,2886
persona,0.5251590614191984,25073
coche,0.912587368615014,14789
persona,0.6889820027184718,24519
persona,0.6436663746251956,5975
coche,0.9114152211000667,7900
bici,0.7881062939909453,39856
persona,0.8120542949769639,34239
coche,0.6807261533379264,28348
perro,0.89240576593174,44315
coche,0.7507668213270418,51
bici,0.8698673424813858,36853
bici,0.7856032685737612,2387
persona,0.8639303200490274,34126
persona,0.890681216857439,24519
coche,0.5305556073286356,6617
perro,0.8023937879899005,1854
coche,0.6796760508508563,5618
persona,0.8550603870045527,25727
coche,0.6407431985162694,16768
persona,0.9202791125092502,13451
bici,0.9533978888176348,36163
coche,0.8756934777386812,21546
coche,0.7915559768052347,12651
bici,0.8954422668988659,13586
coche,0.9345976420822814,28964
coche,0.7934898761815242,35364
bici,0.5591773995453712,21501
bici,0.7114824692013646,13738
bici,0.8284752386490392,1638
persona,0.8826035372767196,27254
coche,0.7444483734730011,20176
persona,0.8185596730152211,35749
bici,0.8434800731069422,35365
coche,0.6402867755498961,28246
persona,0.69869747413828,14220
persona,0.7582468810918646,6268
persona,0.7653044653146583,45839
coche,0.8119019424525536,35037
persona,0.6750269290399287,682
persona,0.908426362060782,40003
bici,0.6788346905663529,13730
bici,0.9101851680521028,29430
persona,0.9031337971922401,23481
persona,0.939401065483291,44448
perro,0.8624387948505625,10894
coche,0.879721900359607,1037
coche,0.7697254537560052,7114
persona,0.5473169612489323,49556
persona,0.7240147640072675,36928
persona,0.7265459493154057,9715
coche,0.8837531894422643,10478
persona,0.6537333262114455,15981
persona,0.6884491950271145,22953
coche,0.8361835501937335,33133
perro,0.8729622784356985,7802
bici,0.7392505829557683,30787
coche,0.8198384109625154,22279
coche,0.5388828343652731,30114
persona,0.6356073251117144,43533
persona,0.7431590718766341,28790
coche,0.8016790707135004,19625
persona,0.8546688297337133,3652
coche,0.8550266004460784,34671
bici,0.6968244669064463,25640
perro,0.6418410357835335,35698
persona,0.44495770622480085,35032
persona,0.8044693990809956,49229
persona,0.6324372005385756,40349
persona,0.8474568667483496,34053
persona,0.6456565886147193,10085
persona,0.7057540576132838,23012
bici,0.8244266140554634,44963
coche,0.7335748107980663,38981
bici,0.6460294492318156,16487
persona,0.8348534285636332,32153
persona,0.8920273315561038,25378
persona,0.8222010553493116,8199
persona,0.8942868186370552,10426
persona,0.9407121532372795,8809
perro,0.9296170758079232,33425
persona,0.5300181091994033,45077
persona,0.7395675883383698,25867
coche,0.7805048297836994,5010
coche,0.6377235820571083,33103
coche,0.9125887813279069,2970
persona,0.9481554674777207,26575
bici,0.8781024461000482,37045
persona,0.7747132477412113,44143
persona,0.5044345101573516,39910
coche,0.8178413877564463,37759
bici,0.7082908418985396,7724
persona,0.625247577181808,46050
coche,0.8722946756495998,23456
persona,0.9832841592476514,46231
persona,0.8383064735752707,49999
persona,0.6027574520178597,44554
coche,0.8202353489510367,46941
persona,0.7655701673588698,49592
coche,0.9433003758202746,10859
persona,0.6652356940150048,43698
bici,0.5637128834170024,22595
bici,0.5232664171693083,11787
persona,0.7128412336274956,29215
persona,0.7847416087319055,10924
persona,0.9104397524247693,47356
bici,0.6544382983930925,43316
persona,0.9650008812970081,7710
coche,0.7399520216234488,39409
persona,0.8806729001003997,20356
bici,0.4920514960641606,27850
coche,0.8486341043749376,36018
coche,0.6756249553638215,19796
perro,0.5355868670693265,27920
persona,0.9554831145191057,22988
bici,0.5743881198485191,48874
persona,0.8409811273249306,18057
coche,0.8802888505387187,36837
bici,0.7435530914395132,46132
coche,0.7346967524613683,2708
coche,0.7073087277213849,30137
persona,0.5537172992378864,49529
persona,0.7972878047026337,2665
persona,0.6187991701910133,27952
coche,0.8351115165512871,6330
coche,0.8463423639822673,30449
persona,0.7605334588275467,44821
persona,0.8719916911462986,22942
persona,0.8629521611879238,3961
persona,0.5289191458677234,37854
persona,0.7005274198438611,23825
bici,0.8605791971829094,26494
coche,0.9039491934361809,47660
persona,0.8333855608350297,43467
coche,0.6152122431795801,12015
bici,0.6856399589891775,14799
persona,0.8010177080410136,18788
persona,0.9077518715352735,28248
persona,0.8570959350484223,45833
persona,0.6939072097634947,7909
bici,0.8296247056858984,5129
perro,0.7711758512769017,6135
persona,0.7729654547773595,39489
coche,0.790135742513164,23487
persona,0.33316749503105236,32600
coche,0.866201143539717,33238
bici,0.6747870332163645,6603
persona,0.8931062739605861,11733
persona,0.7952418643747484,25166
coche,0.8895650276149822,49709
perro,0.6100795184965796,6408
persona,0.8186126647710734,33623
persona,0.8326533100924678,2233
persona,0.4612234448269302,38753
coche,0.8120679035506636,27699
coche,0.9324894073428983,10275
bici,0.810387594340251,34394
bici,0.916380457732414,13494
bici,0.5557335356270071,2092
bici,0.8552157331486236,12984
persona,0.7862693815990618,10918
coche,0.8837329319708906,41227
persona,0.9373484646297838,35657
persona,0.8857626814365767,38579
perro,0.618314963579825,35611
coche,0.9326707784442089,22880
perro,0.7433475289530351,1889
persona,0.6747313756574891,9926
coche,0.8524081997903604,39806
coche,0.8543709509922923,45441
persona,0.9046390283898368,49563
persona,0.5299375801973385,42054
coche,0.8670580431484717,12914
persona,0.91308165937463,24122
perro,0.7637260672560903,27001
persona,0.8940702700567787,21188
persona,0.8788867851120031,48707
bici,0.9504781686496617,32366
persona,0.7234543991898453,38759
bici,0.8688804516747304,23643
coche,0.8173247179659316,26401
persona,0.7561958535058576,30899
coche,0.8708109754425415,40288
coche,0.5927565282470936,39356
bici,0.8424816067539765,13722
bici,0.868844511466484,7018
coche,0.6986801372436177,29604
coche,0.6997625626399167,14922
persona,0.7345398229604427,42704
coche,0.7238155725056694,2466
perro,0.7057715505802659,343
coche,0.6298971405182038,35113
coche,0.8979173818297401,42421
persona,0.9452160566290816,10689
bici,0.42466888833700456,23472
perro,0.7611904976416102,46383
persona,0.9085821463045687,44649
persona,0.6598856722257729,23706
coche,0.8545398269459208,39185
coche,0.8928563381973632,38707
coche,0.8433778439290069,39016
persona,0.7163421700454591,47000
persona,0.8602040802451125,30429
coche,0.36545715214413604,31573
coche,0.6396887139348897,25079
coche,0.8896894005215197,34785
coche,0.6293008189166993,11936
coche,0.8198028944941859,42819
bici,0.7382703345279245,10203
coche,0.7946418864236717,18966
coche,0.6506912869202582,21861
coche,0.7451786937928229,3163
persona,0.7687163128092894,25631
persona,0.8658726498126795,5696
coche,0.8427145734627218,35534
bici,0.5913487911648027,15954
coche,0.7904299949145072,40398
persona,0.8638004821571972,19949
coche,0.9005122886675153,18950
persona,0.9287699502670167,11898
coche,0.7413405441660919,44701
bici,0.9083033395197613,47273
coche,0.5896725818121915,32025
coche,0.8208998303609428,28796
persona,0.44307007639783474,43782
persona,0.6920886441604822,2769
bici,0.8510253444337028,40823
coche,0.8024234432523552,7756
coche,0.756133648946889,41381
persona,0.9540040330881009,3641
persona,0.7539319754535042,30579
persona,0.8486507129113663,47971
persona,0.48834629935195983,16054
persona,0.9282607011477824,24956
perro,0.7408001044213351,14944
coche,0.4811669487084782,5755
persona,0.8440458311985375,46482
persona,0.8999788546172294,47758
persona,0.79365934231891,19927
bici,0.7460034283780138,46426
persona,0.7642333225666206,7144
bici,0.6908793932867037,39914
bici,0.6788294687302284,17027
persona,0.87690354993259,29542
coche,0.6437326124385894,24030
perro,0.8620845077898819,42808
persona,0.295143240277138,295
persona,0.7322551409616703,164
bici,0.5041202637963426,13818
bici,0.9314381636238176,32313
coche,0.964678173725124,9964
coche,0.44183329259945925,18593
persona,0.6443659449373287,1299
bici,0.7674303762594445,2569
coche,0.5901361334818451,49096
persona,0.85625248868052,40339
coche,0.883356339677351,18503
perro,0.8435411375670006,45094
bici,0.8364095176134522,42444
persona,0.9112239805415838,22324
persona,0.7747760096642138,10990
perro,0.9273832776508512,16382
perro,0.6169159266746502,40519
coche,0.4009931584461141,14152
coche,0.7595756325471561,12051
coche,0.7630684410315381,24182
persona,0.7280764909106558,29517
persona,0.8601242252655733,24330
persona,0.8566377469016176,19612
persona,0.885247597426425,10240
bici,0.7380169315579073,16453
persona,0.9168240286423806,48698
persona,0.7715127524227953,22811
coche,0.9279724264398641,37823
persona,0.8274420887123984,49317
persona,0.8679151486136213,43621
coche,0.4665566496019071,5002
persona,0.7717376512345808,4366
coche,0.9175677396082796,30357
bici,0.8741543065676082,38456
persona,0.5042931798212414,42340
bici,0.7713254901865148,2041
bici,0.8926222083936746,16293
bici,0.8535196765096191,19103
coche,0.923107984313684,12452
coche,0.5934842089775545,9310
coche,0.8277173926493063,38455
coche,0.8935261749767069,18741
persona,0.8589067575873868,28966
perro,0.7752365986169347,46701
coche,0.7299142374840197,20715
bici,0.6723414611911149,27342
persona,0.8995287271541501,22105
persona,0.8596688324069979,12762
coche,0.8933871627946145,30613
coche,0.8118130947883077,46122
persona,0.8589799384703701,7077
persona,0.612950369369338,9305
persona,0.8683185270813469,47597
coche,0.563650455553085,33791
persona,0.6679045554307468,13608
perro,0.9440312895329825,14410
persona,0.5878878865978162,42437
persona,0.7845380478947446,18737
persona,0.9084261593642982,9017
coche,0.9463073450971355,14886
coche,0.8162185781704349,26855
coche,0.7009238117935402,4636
perro,0.7273503273397834,36330
persona,0.6888340646529556,34204
coche,0.866654695140278,17649
persona,0.9233034179416453,26764
persona,0.7550562240760937,38935
coche,0.7000642992420473,46764
persona,0.5438747176572741,10539
coche,0.6737593980792552,11348
coche,0.5885762260131615,23
coche,0.8406268367973314,41557
coche,0.8522901968485284,29647
coche,0.8399464918071509,39418
persona,0.6780977580709796,1348
persona,0.795875999731536,1157
persona,0.7750607298524183,17520
coche,0.8795642090472453,26247
perro,0.654884625777981,37639
persona,0.8488942846977394,38638
coche,0.6712706287971321,35978
bici,0.7921968373400036,36567
bici,0.7482176356301888,43079
coche,0.933632746815504,12841
coche,0.8718155600052262,15890
coche,0.8252386693086452,20298
bici,0.7541515024849671,30495
persona,0.6418411872030104,30753
bici,0.940597445203721,23667
persona,0.5977984846722517,16013
bici,0.858159460959517,35892
persona,0.4658024270017796,10550
persona,0.9439165617877973,23824
persona,0.9028001808158487,6772
persona,0.9097209269201915,31552
persona,0.7738408073116299,37294
persona,0.5186253797453915,21106
coche,0.837902207768401,32801
persona,0.9490068537093193,14354
bici,0.6748986197453487,36533
bici,0.8462564000840117,22080
coche,0.5815027733392336,27228
persona,0.8014423369735225,10395
persona,0.7157603341254234,30667
bici,0.605389525527164,38974
persona,0.8924858976229656,1828
persona,0.8369241040936349,15918
perro,0.9106160958164422,16288
perro,0.6332585046579988,46908
persona,0.7926553173785291,44820
coche,0.780362907329758,20796
coche,0.6128209964138506,29068
bici,0.8287113329210511,1697
persona,0.6912866400439606,19028
persona,0.6556110175854817,2875
coche,0.9369242904754334,1261
persona,0.8657701216005851,6710
coche,0.9357246261801289,46577
persona,0.6743261349465064,17050
bici,0.8252017434061323,41824
bici,0.730236180964204,47837
coche,0.6552947288657994,34469
bici,0.6660775801116944,46559
persona,0.9673704143608046,38065
coche,0.8034186816818261,49062
persona,0.8901178705882644,32181
bici,0.8664238244275997,38472
bici,0.7324233414540334,16185
bici,0.8951315455330058,22341
bici,0.7787179900028502,41029
perro,0.9276345058414452,37364
persona,0.8089348204764852,35636
perro,0.2478970524525834,29252
coche,0.6073573489488017,29733
persona,0.6089584794088716,12402
coche,0.6794704604106352,31754
persona,0.5186319872194045,47295
persona,0.8181812675094822,19278
persona,0.8316654276956653,43148
persona,0.714667698857886,39801
coche,0.8237783107834039,49583
bici,0.5472655365650968,4882
coche,0.7188114269038403,18829
coche,0.9113308921263352,20282
persona,0.8173449997738008,23302
coche,0.7078854818984965,49390
persona,0.7514244157621259,33513
bici,0.661804910067807,24816
persona,0.773756159673397,31458
coche,0.8117070903301559,23695
bici,0.6597844802290648,3742
coche,0.42628985112166246,23599
bici,0.7723419155546871,34354
persona,0.7856980847367552,218
bici,0.8044730450241454,45213
coche,0.9896319016068629,19227
bici,0.7215005232309775,5633
coche,0.7719543510448671,22058
bici,0.9004555097822465,9426
perro,0.890145540682805,28350
persona,0.3747666186227314,3301
bici,0.5869655518206783,1709
coche,0.7163897899880876,22511
coche,0.8019328794430166,20220
bici,0.7521564312794324,22244
persona,0.9595184595318322,12139
coche,0.7940566356494564,31258
persona,0.8399406882499584,24813
persona,0.7561954627675964,26314
bici,0.8228852537561829,31698
persona,0.6537520975198193,30237
persona,0.7221206352004841,18974
persona,0.7434770561692936,22781
coche,0.8165367179994358,48936
bici,0.7188851244960144,23285
bici,0.8391633454257852,41548
persona,0.7086063667975987,16331
coche,0.4952191044420848,16147
coche,0.8462307032406513,19234
coche,0.7531754728637985,35284
persona,0.8695479855199021,6416
persona,0.7337199074127836,5923
coche,0.49542256749247054,2679
coche,0.6196611459753143,47386
coche,0.7986179810715693,32534
coche,0.8296892149617597,31877
bici,0.7590107911012849,25097
coche,0.8517332927459285,23026
